Study-Object,Files,Methods,Files,Methods,LevenDistance
6,53,writedata.txt-6,68,main.txt,90,
6,53,writedata.txt-6,09,main.txt,93,
6,98,main.txt-6,84,main.txt,34,
6,98,main.txt-6,39,main.txt,40,
6,98,main.txt-6,78,main.txt,35,
6,98,main.txt-6,100,main.txt,40,
6,98,main.txt-6,85,main.txt,39,
6,98,main.txt-6,35,main.txt,36,
6,98,main.txt-6,32,main.txt,40,
6,98,main.txt-6,18,getnp.txt,90,
6,98,main.txt-6,04,main.txt,50,
6,98,main.txt-6,58,compute_owp.txt,74,
6,98,main.txt-6,56,find_wpi.txt,55,
6,98,main.txt-6,52,main.txt,72,
6,98,main.txt-6,49,calculate_owp.txt,87,
6,98,main.txt-6,74,main.txt,47,
6,98,main.txt-6,05,main.txt,89,
6,98,main.txt-6,99,main.txt,42,
6,98,main.txt-6,05,calculateowp.txt,89,
6,98,main.txt-6,49,calculate_wp.txt,85,
6,98,main.txt-6,46,main.txt,67,
6,98,main.txt-6,48,main.txt,40,
6,98,main.txt-6,58,compute_oowp.txt,86,
6,98,main.txt-6,34,main.txt,44,
6,98,main.txt-6,12,main.txt,39,
6,98,main.txt-6,93,main.txt,34,
6,98,main.txt-6,05,calculatewp.txt,89,
